1,0
2,-0.007297
3,-0.055303
4,-0.17628
5,-0.39327
6,-0.7201
7,-1.1614
8,-1.7125
9,-2.3596
10,-3.0797
11,-3.8405
12,-4.6013
13,-5.3214
14,-5.9685
15,-6.5197
16,-6.9609
17,-7.2878
18,-7.5047
19,-7.6257
20,-7.6737
21,-7.681
22,-7.6223
23,-7.2358
24,-6.2617
25,-4.5146
26,-1.8832
27,1.6697
28,6.107
29,11.317
30,17.115
31,23.241
32,29.366
33,35.164
34,40.375
35,44.812
36,48.365
37,50.996
38,52.743
39,53.717
40,54.104
41,54.163
42,54.163
43,54.163
44,54.163
45,54.163
46,54.163
47,54.163
48,54.163
49,54.163
50,54.163
51,54.163
52,54.163
53,54.163
54,54.163
55,54.163
56,54.163
57,54.163
58,54.139
59,53.984
60,53.594
61,52.893
62,51.839
63,50.415
64,48.636
65,46.548
66,44.224
67,41.769
68,39.314
69,36.99
70,34.901
71,33.123
72,31.699
73,30.644
74,29.944
75,29.553
76,29.398
77,29.375
78,29.375
79,29.375
80,29.375
81,29.375
82,29.375
83,29.375
84,29.375
85,29.375
86,29.375
87,29.375
88,29.375
89,29.375
90,29.375
91,29.375
92,29.375
93,29.375
94,29.324
95,28.988
96,28.14
97,26.621
98,24.332
99,21.242
100,17.382
101,12.85
102,7.8074
103,2.4794
104,-2.8487
105,-7.8916
106,-12.423
107,-16.283
108,-19.373
109,-21.662
110,-23.182
111,-24.029
112,-24.365
113,-24.416
114,-24.416
115,-24.416
116,-24.416
117,-24.416
118,-24.416
