1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0.19
23,1.44
24,4.59
25,10.24
26,18.75
27,30.24
28,44.59
29,61.44
30,80.19
31,100
32,119.81
33,138.56
34,155.41
35,169.76
36,181.25
37,189.76
38,195.41
39,198.56
40,199.81
41,200
42,200
43,200
44,200
45,200
46,200
47,200
48,200
49,200
50,200
51,200
52,200
53,200
54,200
55,200
56,200
57,200
58,199.81
59,198.56
60,195.41
61,189.76
62,181.25
63,169.76
64,155.41
65,138.56
66,119.81
67,100
68,80.19
69,61.44
70,44.59
71,30.24
72,18.75
73,10.24
74,4.59
75,1.44
76,0.19
77,2.1895e-45
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0.095
95,0.72
96,2.295
97,5.12
98,9.375
99,15.12
100,22.295
101,30.72
102,40.095
103,50
104,59.905
105,69.28
106,77.705
107,84.88
108,90.625
109,94.88
110,97.705
111,99.28
112,99.905
113,100
114,100
115,100
116,100
117,100
118,100
