1,1.4788e-06
2,0.066465
3,0.50372
4,1.6056
5,3.582
6,6.5589
7,10.578
8,15.598
9,21.492
10,28.051
11,34.981
12,41.91
13,48.469
14,54.363
15,59.383
16,63.402
17,66.379
18,68.356
19,69.457
20,69.895
21,69.961
22,69.958
23,69.936
24,69.882
25,69.784
26,69.638
27,69.439
28,69.192
29,68.901
30,68.577
31,68.235
32,67.893
33,67.57
34,67.279
35,67.031
36,66.833
37,66.686
38,66.588
39,66.534
40,66.513
41,66.509
42,66.509
43,66.509
44,66.509
45,66.509
46,66.509
47,66.509
48,66.509
49,66.509
50,66.509
51,66.509
52,66.509
53,66.509
54,66.509
55,66.509
56,66.509
57,66.509
58,66.531
59,66.675
60,67.039
61,67.691
62,68.674
63,70
64,71.657
65,73.603
66,75.767
67,78.054
68,80.341
69,82.506
70,84.451
71,86.108
72,87.435
73,88.417
74,89.069
75,89.433
76,89.577
77,89.599
78,89.599
79,89.599
80,89.599
81,89.599
82,89.599
83,89.599
84,89.599
85,89.599
86,89.599
87,89.599
88,89.599
89,89.599
90,89.599
91,89.599
92,89.599
93,89.599
94,89.577
95,89.433
96,89.069
97,88.417
98,87.435
99,86.108
100,84.451
101,82.506
102,80.341
103,78.054
104,75.767
105,73.603
106,71.657
107,70
108,68.674
109,67.691
110,67.039
111,66.675
112,66.531
113,66.509
114,66.509
115,66.509
116,66.509
117,66.509
118,66.509
