1,90
2,89.999
3,89.989
4,89.963
5,89.917
6,89.849
7,89.756
8,89.64
9,89.504
10,89.352
11,89.192
12,89.03
13,88.869
14,88.707
15,88.546
16,88.384
17,88.222
18,88.061
19,87.899
20,87.737
21,87.576
22,87.414
23,87.253
24,87.091
25,86.929
26,86.768
27,86.606
28,86.444
29,86.283
30,86.121
31,85.96
32,85.798
33,85.636
34,85.475
35,85.313
36,85.151
37,84.99
38,84.828
39,84.667
40,84.505
41,84.343
42,84.182
43,84.02
44,83.858
45,83.697
46,83.535
47,83.374
48,83.212
49,83.05
50,82.889
51,82.727
52,82.565
53,82.404
54,82.242
55,82.081
56,81.919
57,81.757
58,81.596
59,81.434
60,81.272
61,81.111
62,80.949
63,80.788
64,80.626
65,80.464
66,80.303
67,80.141
68,79.979
69,79.818
70,79.656
71,79.495
72,79.333
73,79.171
74,79.01
75,78.848
76,78.686
77,78.525
78,78.363
79,78.202
80,78.04
81,77.878
82,77.717
83,77.555
84,77.393
85,77.232
86,77.07
87,76.909
88,76.747
89,76.585
90,76.424
91,76.262
92,76.1
93,75.939
94,75.777
95,75.616
96,75.454
97,75.292
98,75.131
99,74.969
100,74.807
101,74.646
102,74.484
103,74.323
104,74.161
105,73.999
106,73.838
107,73.676
108,73.516
109,73.364
110,73.228
111,73.111
112,73.018
113,72.949
114,72.903
115,72.878
116,72.867
117,72.866
118,72.866
119,72.866
120,72.866
121,72.866
122,72.866
123,72.866
124,72.849
125,72.736
126,72.453
127,71.944
128,71.178
129,70.144
130,68.853
131,67.336
132,65.649
133,63.866
134,62.066
135,60.266
136,58.466
137,56.666
138,54.866
139,53.066
140,51.266
141,49.466
142,47.666
143,45.866
144,44.066
145,42.266
146,40.466
147,38.666
148,36.872
149,35.151
150,33.582
151,32.226
152,31.121
153,30.284
154,29.708
155,29.369
156,29.217
157,29.183
158,29.183
159,29.183
160,29.183
161,29.183
162,29.183
163,29.183
164,29.19
165,29.234
166,29.346
167,29.547
168,29.85
169,30.258
170,30.769
171,31.368
172,32.035
173,32.74
174,33.451
175,34.163
176,34.874
177,35.586
178,36.297
179,37.009
180,37.72
181,38.432
182,39.143
183,39.855
184,40.566
185,41.277
186,41.989
187,42.7
188,43.412
189,44.123
190,44.835
191,45.546
192,46.258
193,46.969
194,47.681
195,48.392
196,49.103
197,49.815
198,50.526
199,51.238
200,51.949
201,52.661
202,53.372
203,54.084
204,54.795
205,55.507
206,56.218
207,56.929
208,57.641
209,58.352
210,59.064
211,59.775
212,60.487
213,61.198
214,61.91
215,62.621
216,63.333
217,64.044
218,64.754
219,65.443
220,66.078
221,66.632
222,67.089
223,67.442
224,67.69
225,67.841
226,67.914
227,67.934
228,67.935
229,67.935
230,67.935
231,67.935
232,67.935
