Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
Avocado,"7,27964790956574E-19","0,0464787778257458","-1,0137111831409E-07",0,0,0,"0,155265803845365","9,15954429934306E-05","1,5008697298283E-22","-1,28400289663136E-26","5,10362710169675E-05","8,58264752535417E-10","9,15954429957635E-05",0,0,0,0,0,0,package://Avocado/meshes/Avocado.STL,0,"0,180392156862745","0,0392156862745098",1,0,0,0,0,0,0,package://Avocado/meshes/Avocado.STL,,Avocado_Caliber84-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
